A, B, NO, 152, 69, .454, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 9999, ¥, , N, .62, .25, .019, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUE, AZURE, NO, 141, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 14, 143, 4.49, N, N, 1.69, .54, .203, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUE, INK, YES, 141, 2, .014, .040, 0.0000, .0007, 0, 1, 2.0, 2, 14, 143, 4.49, N, N, 1.69, .54, .203, 1, 10, 7, 6.26, , N, 1.33, .56, .134, 1
BLUE, LIGHT, YES, 141, 2, .014, 0.000, 0.0000, 0.0000, 1, 1, 0.0, 0, 14, 143, 4.49, N, N, 1.69, .54, .203, 1, 12, 333, 5.39, N, N, 1.27, .82, .361, 1
BLUE, MOON, YES, 141, 2, .014, 0.000, 0.0000, .0114, 0, 1, 2.0, 2, 14, 143, 4.49, N, N, 1.69, .54, .203, 1, 10, 60, 5.68, , N, 1.90, .70, .063, 1
BLUE, VELVET, YES, 141, 2, .014, .049, 0.0000, .0064, 0, 1, 2.0, 2, 14, 143, 4.49, N, N, 1.69, .54, .203, 1, 13, 4, 5.68, , N, 2.00, .25, .002, 1
BLUE, WHITE, YES, 141, 2, .014, 0.000, .0300, .0212, 5, 1, 4.0, 1, 14, 143, 4.49, N, N, 1.69, .54, .203, 1, 8, 365, 4.68, , N, .88, .88, .390, 1
BLUEBERRY, MUFFIN, YES, 145, 48, .331, .113, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 1, ¥, , N, 2.30, .60, .051, 1, 14, 1, 6.53, , N, 1.64, .21, .050, 1
BLUEBERRY, PIE, YES, 145, 33, .228, .016, .0060, .0011, 3, 0, 1.0, 0, 10, 1, ¥, , N, 2.30, .60, .051, 1, 21, 14, 6.09, , N, 2.10, .55, .082, 1
BLUEBERRY, STRAWBERRY, YES, 145, 21, .145, .025, .0090, .0081, 4, 0, 4.0, 1, 10, 1, ¥, , N, 2.30, .60, .051, 1, 21, 2, 7.00, , N, 2.05, .50, .081, 1
BLUEBERRY, HILL, YES, 145, 11, .076, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 1, ¥, , N, 2.30, .60, .051, 1, 14, 72, 6.02, , N, 2.42, .50, .140, 1
BLUEBERRY, PANCAKES, YES, 145, 5, .034, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 1, ¥, , N, 2.30, .60, .051, 1, 10, 0, 6.56, , N, 1.75, .38, .243, 1
BLUEBERRY, RASPBERRY, YES, 145, 5, .034, .063, .0070, .0333, 3, 0, 6.0, 3, 10, 1, ¥, , N, 2.30, .60, .051, 1, 15, 1, 5.90, , N, 2.86, .36, .009, 1
BLUEBERRY, FRUIT, YES, 145, 4, .028, 0.000, .0550, 0.0000, 5, 0, 0.0, 0, 10, 1, ¥, , N, 2.30, .60, .051, 1, 17, 35, 6.00, G, N, 1.47, .41, .103, 1
BLUEBERRY, BERRY, YES, 145, 3, .021, .086, .0010, .0337, 1, 0, 4.0, 3, 10, 1, ¥, , N, 2.30, .60, .051, 1, 10, 9, 5.56, , N, 2.60, .20, .002, 1
BLUEBERRY, BLACKBERRY, YES, 145, 3, .021, .129, .0020, .0458, 2, 0, 5.0, 3, 10, 1, ¥, , N, 2.30, .60, .051, 1, 16, 3, ¥, , N, 2.07, .20, .004, 1
BLUEBERRY, CHERRY, YES, 145, 2, .014, 0.000, .0260, .0492, 5, 0, 3.0, 1, 10, 1, ¥, , N, 2.30, .60, .051, 1, 16, 6, 5.86, , N, 1.12, .25, .016, 1
BLUEJAY, BIRD, YES, 144, 107, .743, .020, .0680, .0011, 2, 1, 2.0, 1, 6, 0, 5.80, , N, 1.00, .40, .016, 1, 23, 31, 5.77, , N, 1.45, .68, .198, 1
BLUEJAY, CARDINAL, YES, 144, 10, .069, .014, 0.0000, .3507, 0, 1, 2.0, 2, 6, 0, 5.80, , N, 1.00, .40, .016, 1, 12, 16, 5.79, , AJ, 1.73, .27, .003, 1
BLUEJAY, ROBIN, YES, 144, 8, .056, 0.000, .0110, .4703, 1, 1, 1.0, 0, 6, 0, 5.80, , N, 1.00, .40, .016, 1, 6, 2, 6.32, , N, .40, .40, .017, 1
BLUEJAY, TORONTO, NO, 144, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 6, 0, 5.80, , N, 1.00, .40, .016, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUEJAY, BASEBALL, YES, 144, 2, .014, 0.000, .0030, 0.0000, 1, 1, 0.0, 0, 6, 0, 5.80, , N, 1.00, .40, .016, 1, 18, 57, 5.75, , N, 2.65, .77, .040, 1
BLUEJAY, BLUE, YES, 144, 2, .014, 0.000, .0150, 0.0000, 1, 1, 0.0, 0, 6, 0, 5.80, , N, 1.00, .40, .016, 1, 14, 143, 4.49, N, N, 1.69, .54, .203, 1
BLUEPRINT, HOUSE, YES, 151, 36, .238, 0.000, .0210, .0016, 7, 1, 1.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 13, 591, 6.21, , N, 1.00, .85, .223, 1
BLUEPRINT, PLAN, YES, 151, 22, .146, .041, 0.0000, .0085, 0, 1, 4.0, 4, 20, 1, ¥, , N, 1.74, .05, .006, 1, 28, 205, 3.53, , N, 1.46, .36, .065, 1
BLUEPRINT, ARCHITECT, YES, 151, 10, .066, 0.000, .0030, .0454, 2, 1, 4.0, 3, 20, 1, ¥, , N, 1.74, .05, .006, 1, 16, 22, ¥, , N, 1.88, .19, .004, 1
BLUEPRINT, BUILDING, YES, 151, 10, .066, 0.000, .0420, .0291, 5, 1, 2.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 20, 160, 5.91, , N, 1.16, .58, .064, 1
BLUEPRINT, COPY, YES, 151, 8, .053, 0.000, .0060, .0044, 2, 1, 3.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 13, 38, ¥, T, N, 1.00, .42, .121, 1
BLUEPRINT, PAPER, YES, 151, 7, .046, 0.000, .0070, 0.0000, 5, 1, 0.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 15, 157, 5.96, , N, 1.07, .64, .058, 1
BLUEPRINT, ARCHITECTURE, YES, 151, 4, .026, 0.000, 0.0000, .0536, 1, 1, 4.0, 3, 20, 1, ¥, , N, 1.74, .05, .006, 1, 12, 11, ¥, , N, 2.00, .08, .001, 1
BLUEPRINT, DRAWING, YES, 151, 4, .026, 0.000, .0040, .0019, 3, 1, 2.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 15, 40, 5.57, , N, 2.54, .39, .027, 1
BLUEPRINT, FINGER, YES, 151, 4, .026, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 12, 40, 6.20, , N, .73, .73, .166, 1
BLUEPRINT, BLUE, YES, 151, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 14, 143, 4.49, N, N, 1.69, .54, .203, 1
BLUEPRINT, CARBON, YES, 151, 2, .013, 0.000, .0020, .0259, 1, 1, 2.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 12, 30, 5.07, , N, 1.00, .22, .012, 0
BLUEPRINT, CONSTRUCTION, YES, 151, 2, .013, 0.000, .0040, .0158, 1, 1, 2.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 12, 95, 4.75, , N, 1.25, .42, .027, 1
BLUEPRINT, DESIGN, YES, 151, 2, .013, 0.000, .0030, .0073, 2, 1, 3.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 17, 114, 4.13, , V, 1.82, .35, .008, 1
BLUEPRINT, DIRECTIONS, YES, 151, 2, .013, 0.000, 0.0000, .0015, 0, 1, 1.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 18, 30, 3.19, , N, .94, .12, .055, 1
BLUEPRINT, FLOOR, YES, 151, 2, .013, 0.000, 0.0000, .0050, 0, 1, 1.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 12, 158, 5.47, , N, 1.17, .67, .174, 1
BLUEPRINT, MAP, YES, 151, 2, .013, 0.000, .0070, .0007, 2, 1, 1.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 16, 13, 5.53, , N, 1.53, .40, .023, 1
BLUEPRINT, ORIGINAL, YES, 151, 2, .013, 0.000, .0010, .0064, 1, 1, 1.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 18, 100, ¥, , AJ, 1.18, .18, .010, 1
BLUEPRINT, SCHEMATIC, NO, 151, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 1, ¥, , N, 1.74, .05, .006, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUEPRINT, SHOP, YES, 151, 2, .013, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 20, 1, ¥, , N, 1.74, .05, .006, 1, 14, 63, 5.00, , N, 1.92, .15, .100, 1
BLUEPRINT, SKETCH, YES, 151, 2, .013, 0.000, .0030, .0029, 1, 1, 2.0, 1, 20, 1, ¥, , N, 1.74, .05, .006, 1, 8, 16, 5.31, G, N, 2.38, .25, .091, 1
BLUES, MUSIC, YES, 150, 32, .213, 0.000, .0680, .0049, 7, 3, 3.0, 0, 17, 22, ¥, , N, 2.07, .21, .007, 0, 25, 216, 5.15, , N, 2.64, .88, .108, 1
BLUES, SAD, YES, 150, 31, .207, 0.000, .0350, .0104, 3, 3, 3.0, 0, 17, 22, ¥, , N, 2.07, .21, .007, 0, 7, 35, 3.52, , AJ, 1.14, 1.00, .478, 1
BLUES, JAZZ, YES, 150, 17, .113, .048, .0020, .0794, 1, 3, 4.0, 3, 17, 22, ¥, , N, 2.07, .21, .007, 0, 14, 99, ¥, , N, 2.46, .31, .007, 1
BLUES, BROTHERS, NO, 150, 11, .073, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 22, ¥, , N, 2.07, .21, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUES, DEPRESSED, YES, 150, 5, .033, 0.000, .0100, .1106, 2, 3, 3.0, 1, 17, 22, ¥, , N, 2.07, .21, .007, 0, 10, 11, 2.36, , AJ, 2.00, .50, .028, 1
BLUES, SAXOPHONE, YES, 150, 5, .033, .013, .0020, .0616, 1, 3, 3.0, 2, 17, 22, ¥, , N, 2.07, .21, .007, 0, 17, 4, 6.18, , N, 4.56, .38, .009, 1
BLUES, SONG, YES, 150, 5, .033, 0.000, .0180, .0450, 2, 3, 3.0, 1, 17, 22, ¥, , N, 2.07, .21, .007, 0, 16, 70, 5.04, , N, 1.57, .57, .163, 1
BLUES, GUITAR, YES, 150, 4, .027, 0.000, .0050, .0434, 2, 3, 2.0, 1, 17, 22, ¥, , N, 2.07, .21, .007, 0, 16, 19, 6.73, , N, 2.86, .43, .046, 1
BLUES, GREENS, NO, 150, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 22, ¥, , N, 2.07, .21, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUES, JEANS, YES, 150, 3, .020, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 17, 22, ¥, , N, 2.07, .21, .007, 0, 13, 1, 6.35, , N, 2.10, .60, .094, 1
BLUES, BLACK, YES, 150, 2, .013, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 17, 22, ¥, , N, 2.07, .21, .007, 0, 10, 203, 4.66, , AJ, .50, .50, .381, 1
BLUES, HAPPY, YES, 150, 2, .013, 0.000, .1360, .1300, 4, 3, 1.0, 0, 17, 22, ¥, , N, 2.07, .21, .007, 0, 8, 98, 3.51, , AJ, 1.29, .86, .471, 1
BLUES, RHYTHM, YES, 150, 2, .013, .051, 0.0000, .0590, 0, 3, 1.0, 1, 17, 22, ¥, , N, 2.07, .21, .007, 0, 13, 22, 4.08, , N, 1.18, .27, .012, 1
BLUES, ROCK, YES, 150, 2, .013, 0.000, .0340, .0096, 2, 3, 1.0, 0, 17, 22, ¥, , N, 2.07, .21, .007, 0, 13, 75, 6.03, N, N, .46, .54, .234, 1
BLUES, SINGER, YES, 150, 2, .013, 0.000, .0030, .0273, 3, 3, 2.0, 1, 17, 22, ¥, , N, 2.07, .21, .007, 0, 20, 10, 6.35, , N, 2.47, .33, .022, 1
BLUES, UNHAPPY, YES, 150, 2, .013, 0.000, .0110, .1554, 2, 3, 3.0, 1, 17, 22, ¥, , N, 2.07, .21, .007, 0, 5, 26, 3.28, , AJ, 1.60, .60, .040, 1
BLUES, YELLOWS, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 17, 22, ¥, , N, 2.07, .21, .007, 0, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUFF, LIE, YES, 148, 40, .270, 0.000, .0030, .0004, 2, 1, 1.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 18, 59, 4.04, N, V, 1.81, .69, .193, 1
BLUFF, FAKE, YES, 148, 16, .108, 0.000, 0.0000, .0048, 0, 1, 2.0, 2, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 19, 10, 2.88, , AJ, 1.47, .53, .142, 0
BLUFF, CARDS, YES, 148, 10, .068, 0.000, .0010, .0068, 1, 1, 1.0, 1, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 18, 26, 5.61, N, N, .79, .29, .009, 0
BLUFF, FOOL, YES, 148, 9, .061, 0.000, .0010, .0004, 1, 1, 1.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 14, 37, 3.46, , N, 1.33, .33, .013, 0
BLUFF, CLIFF, YES, 148, 8, .054, 0.000, 0.0000, .0046, 0, 1, 2.0, 2, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 12, 11, 5.98, , N, 1.83, .17, .027, 1
BLUFF, POKER, YES, 148, 7, .047, 0.000, .0100, 0.0000, 1, 1, 0.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 10, 6, 4.92, N, N, .67, .33, .030, 1
BLUFF, TRICK, YES, 148, 4, .027, 0.000, .0010, .0053, 1, 1, 2.0, 1, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 15, 15, 3.36, , N, .86, .43, .059, 1
BLUFF, CALL, YES, 148, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 15, 188, 3.74, N, V, 1.20, .40, .139, 1
BLUFF, COVER UP, NO, 148, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUFF, HILL, YES, 148, 3, .020, 0.000, .0070, .0086, 2, 1, 1.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 14, 72, 6.02, , N, 2.42, .50, .140, 1
BLUFF, JOKE, YES, 148, 3, .020, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 8, 22, 3.48, , N, 1.00, .57, .057, 1
BLUFF, MOUNTAIN, YES, 148, 3, .020, 0.000, .0190, .0053, 2, 1, 1.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 17, 33, 6.25, , N, 1.29, .50, .169, 1
BLUFF, BEACH, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 16, 61, 6.08, , N, 2.25, .75, .313, 1
BLUFF, BULLY, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 1, 0.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 20, 4, ¥, , N, 1.53, .12, .006, 1
BLUFF, FALSE, YES, 148, 2, .014, 0.000, .0160, .0219, 2, 1, 1.0, 0, 15, 8, ¥, W, V, .86, 0.00, 0.000, 1, 4, 29, 2.17, , , .50, .50, 0.000, 1
BLUNT, OBJECT, YES, 148, 14, .095, 0.000, 0.0000, .0003, 0, 3, 1.0, 1, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 17, 65, 5.69, W, V, .76, .35, .085, 1
BLUNT, SHARP, YES, 148, 14, .095, .018, .0190, .0222, 2, 3, 3.0, 1, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 18, 72, 4.12, N, AJ, 2.24, .59, .108, 1
BLUNT, DULL, YES, 148, 13, .088, .028, .0150, .0166, 1, 3, 2.0, 1, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 11, 27, 3.08, , AJ, 1.20, .80, .098, 1
BLUNT, RUDE, YES, 148, 11, .074, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 20, 6, 2.95, , AJ, 2.47, .26, .036, 1
BLUNT, KNIFE, YES, 148, 9, .061, 0.000, .0160, .0098, 2, 3, 1.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 13, 76, 6.08, , N, 1.46, .69, .222, 1
BLUNT, FORWARD, YES, 148, 8, .054, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 13, 115, ¥, , AJ, 1.25, .63, .374, 0
BLUNT, HONEST, YES, 148, 5, .034, 0.000, .0130, 0.0000, 1, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 18, 47, 2.74, , AJ, 2.75, .31, .064, 1
BLUNT, SHORT, YES, 148, 5, .034, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 9, 212, 4.57, , AJ, .86, .71, .414, 1
BLUNT, HARD, YES, 148, 4, .027, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 10, 202, 4.21, N, AJ, 1.00, .90, .328, 1
BLUNT, INSTRUMENT, YES, 148, 4, .027, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 14, 47, 6.25, , N, 4.29, .79, .059, 1
BLUNT, END, YES, 148, 3, .020, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 8, 410, 3.16, G, N, 1.43, .57, .293, 1
BLUNT, TO THE POINT, NO, 148, 3, .020, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 9, ¥, W, AJ, .47, .12, .004, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUNT, TRUTHFUL, YES, 148, 3, .020, 0.000, 0.0000, .0222, 0, 3, 1.0, 1, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 7, 1, 2.43, , AJ, 1.86, .14, .001, 1
BLUNT, WORDS, YES, 148, 3, .020, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 19, 274, ¥, , N, 1.93, .43, .048, 0
BLUNT, AFFECT, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 16, 35, ¥, , V, .93, .13, .022, 1
BLUNT, OPEN, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 5, 319, 3.72, G, AJ, 1.60, 1.00, .340, 1
BLUNT, OUTSPOKEN, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 9, ¥, W, AJ, .47, .12, .004, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUNT, PHILLIES, NO, 148, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 20, 9, ¥, W, AJ, .47, .12, .004, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUNT, ROUND, YES, 148, 2, .014, 0.000, .0020, 0.0000, 1, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 7, 81, 4.34, T, AJ, .43, .57, .108, 1
BLUNT, SMOOTH, YES, 148, 2, .014, 0.000, .0010, 0.0000, 1, 3, 0.0, 0, 20, 9, ¥, W, AJ, .47, .12, .004, 1, 12, 42, 3.91, , AJ, .75, .58, .165, 1
BLUR, VISION, YES, 144, 21, .146, .016, .0070, .0119, 5, 3, 3.0, 0, 16, 3, ¥, , V, 2.23, .31, .008, 1, 12, 56, 4.27, , N, 2.18, .55, .026, 1
BLUR, CLEAR, YES, 144, 16, .111, .036, .0090, .0056, 4, 3, 3.0, 1, 16, 3, ¥, , V, 2.23, .31, .008, 1, 20, 219, 3.51, G, AJ, 1.53, .47, .045, 1
BLUR, FUZZY, YES, 144, 16, .111, .014, .0020, .0023, 1, 3, 2.0, 2, 16, 3, ¥, , V, 2.23, .31, .008, 1, 19, 7, 4.40, G, AJ, 1.76, .24, .005, 0
BLUR, UNCLEAR, YES, 144, 9, .062, 0.000, .0020, .0172, 1, 3, 4.0, 2, 16, 3, ¥, , V, 2.23, .31, .008, 1, 17, 57, ¥, , AJ, 1.10, .40, .018, 0
BLUR, EYES, YES, 144, 8, .056, 0.000, .0130, .0071, 2, 3, 4.0, 3, 16, 3, ¥, , V, 2.23, .31, .008, 1, 15, 394, ¥, , N, 2.08, .31, .031, 1
BLUR, DRUNK, YES, 144, 7, .049, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 16, 3, ¥, , V, 2.23, .31, .008, 1, 19, 37, 4.65, G, AJ, 2.56, .72, .081, 1
BLUR, GLASSES, YES, 144, 5, .035, 0.000, .0060, .0257, 3, 3, 4.0, 1, 16, 3, ¥, , V, 2.23, .31, .008, 1, 16, 29, 6.02, , N, 1.33, .53, .048, 1
BLUR, SIGHT, YES, 144, 5, .035, 0.000, .0410, .0166, 4, 3, 2.0, 0, 16, 3, ¥, , V, 2.23, .31, .008, 1, 8, 86, 3.84, G, N, 2.12, .63, .053, 1
BLUR, FAST, YES, 144, 4, .028, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 16, 3, ¥, , V, 2.23, .31, .008, 1, 7, 78, 2.93, N, AJ, 1.43, 1.00, .393, 1
BLUR, CLOUDY, YES, 144, 3, .021, 0.000, .0100, .0022, 2, 3, 1.0, 0, 16, 3, ¥, , V, 2.23, .31, .008, 1, 14, 2, ¥, , AJ, 1.91, .27, .033, 0
BLUR, HAZY, NO, 144, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 3, ¥, , V, 2.23, .31, .008, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUR, SEE, YES, 144, 3, .021, 0.000, .0400, .0080, 4, 3, 4.0, 1, 16, 3, ¥, , V, 2.23, .31, .008, 1, 14, 772, 3.44, , V, 2.36, .86, .299, 1
BLUR, SMEAR, YES, 144, 3, .021, .011, 0.0000, .0014, 0, 3, 2.0, 1, 16, 3, ¥, , V, 2.23, .31, .008, 1, 21, 2, 3.51, G, V, 1.50, .25, .089, 1
BLUR, SPOT, YES, 144, 3, .021, 0.000, 0.0000, 0.0000, 1, 3, 0.0, 0, 16, 3, ¥, , V, 2.23, .31, .008, 1, 12, 57, 4.71, T, N, 1.25, .33, .074, 1
BLUR, CAN'T SEE, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 3, ¥, , V, 2.23, .31, .008, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUR, STREAK, NO, 144, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 16, 3, ¥, , V, 2.23, .31, .008, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
BLUSH, EMBARRASS, YES, 180, 74, .411, .220, 0.0000, .0849, 0, 0, 2.0, 2, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 10, 8, ¥, , V, 1.10, .30, .127, 1
BLUSH, RED, YES, 180, 67, .372, 0.000, .0940, .0010, 3, 0, 1.0, 0, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 14, 197, 4.97, , N, 2.31, .85, .079, 1
BLUSH, SHY, YES, 180, 9, .050, 0.000, .0500, .0003, 1, 0, 1.0, 1, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 16, 13, ¥, , AJ, 1.57, .50, .154, 1
BLUSH, COLOR, YES, 180, 4, .022, 0.000, .0180, .0900, 3, 0, 1.0, 0, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 12, 141, 4.45, , N, 3.08, 1.00, .090, 1
BLUSH, MAKE UP, YES, 180, 3, .017, .023, .0010, .0008, 1, 0, 1.0, 1, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 21, 5, ¥, , N, 2.11, .44, .056, 0
BLUSH, SMILE, YES, 180, 3, .017, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 12, 58, 5.12, , N, 1.45, .64, .155, 1
BLUSH, CHECK, YES, 180, 2, .011, 0.000, 0.0000, 0.0000, 0, 0, 0.0, 0, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 13, 88, 4.38, N, N, 1.00, .39, .020, 1
BLUSH, GIRL, YES, 180, 2, .011, 0.000, .0030, 0.0000, 2, 0, 0.0, 0, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 8, 220, 6.83, , N, 1.25, 1.00, .535, 1
BLUSH, ROUGE, YES, 180, 2, .011, .340, 0.0000, .0689, 0, 0, 3.0, 3, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 8, 7, ¥, , N, 1.29, .14, .004, 1
BLUSH, TAN, YES, 180, 2, .011, 0.000, 0.0000, .0006, 0, 0, 1.0, 1, 10, 2, 4.59, , V, 1.00, .30, .095, 1, 13, 9, 4.18, , V, 1.38, .31, .040, 1
BOARD, WOOD, YES, 152, 18, .120, .012, 0.0000, .0003, 0, 2, 2.0, 2, 21, 239, 6.87, N, N, .63, .42, .100, 1, 26, 55, 5.81, , N, 1.73, .50, .029, 1
BOARD, CHALK, YES, 152, 17, .113, .694, 0.0000, 0.0000, 1, 2, 0.0, 0, 21, 239, 6.87, N, N, .63, .42, .100, 1, 7, 3, 6.21, , N, 0.00, .29, .081, 1
BOARD, SURF, YES, 152, 16, .107, .053, 0.0000, 0.0000, 0, 2, 0.0, 0, 21, 239, 6.87, N, N, .63, .42, .100, 1, 10, 1, 5.23, , N, 2.10, .50, .026, 1
BOARD, ROOM, YES, 152, 11, .073, .016, .0010, 0.0000, 1, 2, 0.0, 0, 21, 239, 6.87, N, N, .63, .42, .100, 1, 22, 383, 5.37, N, N, 2.05, .57, .026, 1
BOARD, GAME, YES, 152, 5, .033, .034, 0.0000, .0030, 0, 2, 1.0, 1, 21, 239, 6.87, N, N, .63, .42, .100, 1, 13, 123, 4.72, N, N, 1.62, .62, .109, 1
BOARD, NAIL, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 0, 2, 0.0, 0, 21, 239, 6.87, N, N, .63, .42, .100, 1, 6, 6, 5.60, T, N, .33, .67, .512, 1
BOARD, PLANE, YES, 152, 3, .020, 0.000, .0010, .0006, 2, 2, 1.0, 0, 21, 239, 6.87, N, N, .63, .42, .100, 1, 12, 114, 5.31, N, N, 1.75, .58, .057, 1
BOARD, SCHOOL, YES, 152, 3, .020, 0.000, 0.0000, 0.0000, 1, 2, 0.0, 0, 21, 239, 6.87, N, N, .63, .42, .100, 1, 22, 492, 5.25, T, N, 3.35, .70, .086, 1
